X,Y,Depth(m)
-80.21931409835815,34.58313703536987,1.69
-80.21927118301392,34.58313703536987,1.66
-80.21922826766968,34.58313703536987,1.61
-80.21918535232544,34.58313703536987,1.53
-80.2191424369812,34.58313703536987,1.52
-80.21909952163696,34.58313703536987,1.47
-80.21905660629272,34.58313703536987,1.45
-80.21901369094849,34.58313703536987,1.43
-80.21897077560425,34.58313703536987,1.46
-80.21892786026001,34.58313703536987,1.43
-80.21888494491577,34.58313703536987,1.42
-80.21884202957153,34.58313703536987,1.41
-80.2187991142273,34.58313703536987,1.41
-80.21875619888306,34.58313703536987,1.4
-80.21871328353882,34.58313703536987,1.4
-80.21867036819458,34.58313703536987,1.43
-80.2197003364563,34.583094120025635,2.01
-80.21965742111206,34.583094120025635,1.98
-80.21961450576782,34.583094120025635,1.94
-80.21957159042358,34.583094120025635,1.9
-80.21952867507935,34.583094120025635,1.87
-80.21948575973511,34.583094120025635,1.83
-80.21944284439087,34.583094120025635,1.8
-80.21939992904663,34.583094120025635,1.77
-80.21935701370239,34.583094120025635,1.73
-80.21931409835815,34.583094120025635,1.69
-80.21927118301392,34.583094120025635,1.66
-80.21922826766968,34.583094120025635,1.61
-80.21918535232544,34.583094120025635,1.53
-80.2191424369812,34.583094120025635,1.49
-80.21909952163696,34.583094120025635,1.45
-80.21905660629272,34.583094120025635,1.43
-80.21901369094849,34.583094120025635,1.41
-80.21897077560425,34.583094120025635,1.43
-80.21892786026001,34.583094120025635,1.43
-80.21888494491577,34.583094120025635,1.41
-80.21884202957153,34.583094120025635,1.39
-80.2187991142273,34.583094120025635,1.4
-80.21875619888306,34.583094120025635,1.4
-80.21871328353882,34.583094120025635,1.39
-80.21867036819458,34.583094120025635,1.43
-80.21974325180054,34.5830512046814,2.07
-80.2197003364563,34.5830512046814,2.06
-80.21965742111206,34.5830512046814,2.04
-80.21961450576782,34.5830512046814,2.0
-80.21957159042358,34.5830512046814,1.97
-80.21952867507935,34.5830512046814,1.93
-80.21948575973511,34.5830512046814,1.88
-80.21944284439087,34.5830512046814,1.84
-80.21939992904663,34.5830512046814,1.81
-80.21935701370239,34.5830512046814,1.76
-80.21931409835815,34.5830512046814,1.72
-80.21927118301392,34.5830512046814,1.68
-80.21922826766968,34.5830512046814,1.62
-80.21918535232544,34.5830512046814,1.55
-80.2191424369812,34.5830512046814,1.51
-80.21909952163696,34.5830512046814,1.46
-80.21905660629272,34.5830512046814,1.45
-80.21901369094849,34.5830512046814,1.43
-80.21897077560425,34.5830512046814,1.44
-80.21892786026001,34.5830512046814,1.44
-80.21888494491577,34.5830512046814,1.41
-80.21884202957153,34.5830512046814,1.39
-80.2187991142273,34.5830512046814,1.39
-80.21875619888306,34.5830512046814,1.4
-80.21871328353882,34.5830512046814,1.38
-80.21867036819458,34.5830512046814,1.42
-80.21978616714478,34.58300828933716,2.11
-80.21974325180054,34.58300828933716,2.1
-80.2197003364563,34.58300828933716,2.09
-80.21965742111206,34.58300828933716,2.07
-80.21961450576782,34.58300828933716,2.04
-80.21957159042358,34.58300828933716,2.02
-80.21952867507935,34.58300828933716,1.98
-80.21948575973511,34.58300828933716,1.93
-80.21944284439087,34.58300828933716,1.89
-80.21939992904663,34.58300828933716,1.85
-80.21935701370239,34.58300828933716,1.8
-80.21931409835815,34.58300828933716,1.76
-80.21927118301392,34.58300828933716,1.71
-80.21922826766968,34.58300828933716,1.65
-80.21918535232544,34.58300828933716,1.58
-80.2191424369812,34.58300828933716,1.53
-80.21909952163696,34.58300828933716,1.47
-80.21905660629272,34.58300828933716,1.45
-80.21901369094849,34.58300828933716,1.44
-80.21897077560425,34.58300828933716,1.45
-80.21892786026001,34.58300828933716,1.45
-80.21888494491577,34.58300828933716,1.42
-80.21884202957153,34.58300828933716,1.4
-80.2187991142273,34.58300828933716,1.4
-80.21875619888306,34.58300828933716,1.41
-80.21871328353882,34.58300828933716,1.4
-80.21867036819458,34.58300828933716,1.43
-80.21982908248901,34.58296537399292,2.16
-80.21978616714478,34.58296537399292,2.14
-80.21974325180054,34.58296537399292,2.12
-80.2197003364563,34.58296537399292,2.11
-80.21965742111206,34.58296537399292,2.09
-80.21961450576782,34.58296537399292,2.08
-80.21957159042358,34.58296537399292,2.06
-80.21952867507935,34.58296537399292,2.03
-80.21948575973511,34.58296537399292,1.99
-80.21944284439087,34.58296537399292,1.95
-80.21939992904663,34.58296537399292,1.89
-80.21935701370239,34.58296537399292,1.84
-80.21931409835815,34.58296537399292,1.8
-80.21927118301392,34.58296537399292,1.73
-80.21922826766968,34.58296537399292,1.65
-80.21918535232544,34.58296537399292,1.58
-80.2191424369812,34.58296537399292,1.53
-80.21909952163696,34.58296537399292,1.48
-80.21905660629272,34.58296537399292,1.47
-80.21901369094849,34.58296537399292,1.45
-80.21897077560425,34.58296537399292,1.44
-80.21892786026001,34.58296537399292,1.44
-80.21888494491577,34.58296537399292,1.41
-80.21884202957153,34.58296537399292,1.38
-80.2187991142273,34.58296537399292,1.38
-80.21875619888306,34.58296537399292,1.4
-80.21871328353882,34.58296537399292,1.39
-80.21867036819458,34.58296537399292,1.41
-80.21987199783325,34.58292245864868,2.22
-80.21982908248901,34.58292245864868,2.19
-80.21978616714478,34.58292245864868,2.17
-80.21974325180054,34.58292245864868,2.15
-80.2197003364563,34.58292245864868,2.14
-80.21965742111206,34.58292245864868,2.12
-80.21961450576782,34.58292245864868,2.11
-80.21957159042358,34.58292245864868,2.09
-80.21952867507935,34.58292245864868,2.07
-80.21948575973511,34.58292245864868,2.04
-80.21944284439087,34.58292245864868,2.0
-80.21939992904663,34.58292245864868,1.94
-80.21935701370239,34.58292245864868,1.89
-80.21931409835815,34.58292245864868,1.83
-80.21927118301392,34.58292245864868,1.73
-80.21922826766968,34.58292245864868,1.64
-80.2191424369812,34.58292245864868,1.54
-80.21909952163696,34.58292245864868,1.49
-80.21905660629272,34.58292245864868,1.49
-80.21901369094849,34.58292245864868,1.47
-80.21897077560425,34.58292245864868,1.45
-80.21892786026001,34.58292245864868,1.44
-80.21888494491577,34.58292245864868,1.41
-80.21884202957153,34.58292245864868,1.39
-80.2187991142273,34.58292245864868,1.38
-80.21875619888306,34.58292245864868,1.39
-80.21871328353882,34.58292245864868,1.38
-80.21867036819458,34.58292245864868,1.4
-80.21991491317749,34.58287954330444,2.21
-80.21987199783325,34.58287954330444,2.21
-80.21982908248901,34.58287954330444,2.2
-80.21978616714478,34.58287954330444,2.19
-80.21974325180054,34.58287954330444,2.17
-80.2197003364563,34.58287954330444,2.16
-80.21965742111206,34.58287954330444,2.14
-80.21961450576782,34.58287954330444,2.13
-80.21957159042358,34.58287954330444,2.11
-80.21952867507935,34.58287954330444,2.1
-80.21948575973511,34.58287954330444,2.08
-80.21944284439087,34.58287954330444,2.04
-80.21939992904663,34.58287954330444,1.98
-80.21935701370239,34.58287954330444,1.92
-80.21931409835815,34.58287954330444,1.85
-80.21918535232544,34.58287954330444,1.58
-80.2191424369812,34.58287954330444,1.52
-80.21909952163696,34.58287954330444,1.49
-80.21905660629272,34.58287954330444,1.5
-80.21901369094849,34.58287954330444,1.48
-80.21897077560425,34.58287954330444,1.47
-80.21892786026001,34.58287954330444,1.46
-80.21888494491577,34.58287954330444,1.43
-80.21884202957153,34.58287954330444,1.41
-80.2187991142273,34.58287954330444,1.4
-80.21875619888306,34.58287954330444,1.4
-80.21871328353882,34.58287954330444,1.39
-80.21867036819458,34.58287954330444,1.39
-80.21995782852173,34.582836627960205,1.98
-80.21991491317749,34.582836627960205,2.09
-80.21987199783325,34.582836627960205,2.16
-80.21982908248901,34.582836627960205,2.2
-80.21978616714478,34.582836627960205,2.21
-80.21974325180054,34.582836627960205,2.2
-80.2197003364563,34.582836627960205,2.18
-80.21965742111206,34.582836627960205,2.16
-80.21961450576782,34.582836627960205,2.14
-80.21957159042358,34.582836627960205,2.13
-80.21952867507935,34.582836627960205,2.11
-80.21948575973511,34.582836627960205,2.1
-80.21944284439087,34.582836627960205,2.05
-80.21939992904663,34.582836627960205,1.99
-80.21935701370239,34.582836627960205,1.93
-80.21927118301392,34.582836627960205,1.73
-80.21922826766968,34.582836627960205,1.65
-80.21918535232544,34.582836627960205,1.59
-80.2191424369812,34.582836627960205,1.52
-80.21909952163696,34.582836627960205,1.51
-80.21905660629272,34.582836627960205,1.5
-80.21901369094849,34.582836627960205,1.47
-80.21897077560425,34.582836627960205,1.46
-80.21892786026001,34.582836627960205,1.45
-80.21888494491577,34.582836627960205,1.43
-80.21884202957153,34.582836627960205,1.41
-80.2187991142273,34.582836627960205,1.41
-80.21875619888306,34.582836627960205,1.41
-80.21871328353882,34.582836627960205,1.41
-80.21867036819458,34.582836627960205,1.41
-80.22000074386597,34.58279371261597,1.54
-80.21995782852173,34.58279371261597,1.77
-80.21991491317749,34.58279371261597,1.94
-80.21987199783325,34.58279371261597,2.06
-80.21982908248901,34.58279371261597,2.14
-80.21978616714478,34.58279371261597,2.18
-80.21974325180054,34.58279371261597,2.18
-80.2197003364563,34.58279371261597,2.18
-80.21965742111206,34.58279371261597,2.18
-80.21961450576782,34.58279371261597,2.17
-80.21957159042358,34.58279371261597,2.15
-80.21952867507935,34.58279371261597,2.13
-80.21948575973511,34.58279371261597,2.11
-80.21944284439087,34.58279371261597,2.05
-80.21939992904663,34.58279371261597,1.99
-80.21935701370239,34.58279371261597,1.93
-80.21931409835815,34.58279371261597,1.84
-80.21927118301392,34.58279371261597,1.73
-80.21922826766968,34.58279371261597,1.68
-80.21918535232544,34.58279371261597,1.61
-80.2191424369812,34.58279371261597,1.56
-80.21909952163696,34.58279371261597,1.54
-80.21905660629272,34.58279371261597,1.52
-80.21901369094849,34.58279371261597,1.49
-80.21897077560425,34.58279371261597,1.47
-80.21892786026001,34.58279371261597,1.46
-80.21888494491577,34.58279371261597,1.43
-80.21884202957153,34.58279371261597,1.41
-80.2187991142273,34.58279371261597,1.41
-80.21875619888306,34.58279371261597,1.41
-80.21871328353882,34.58279371261597,1.41
-80.21867036819458,34.58279371261597,1.41
-80.22008657455444,34.58275079727173,1.03
-80.2200436592102,34.58275079727173,1.16
-80.22000074386597,34.58275079727173,1.36
-80.21995782852173,34.58275079727173,1.54
-80.21991491317749,34.58275079727173,1.73
-80.21987199783325,34.58275079727173,1.88
-80.21982908248901,34.58275079727173,2.0
-80.21978616714478,34.58275079727173,2.1
-80.21974325180054,34.58275079727173,2.17
-80.2197003364563,34.58275079727173,2.19
-80.21965742111206,34.58275079727173,2.2
-80.21961450576782,34.58275079727173,2.19
-80.21957159042358,34.58275079727173,2.16
-80.21952867507935,34.58275079727173,2.12
-80.21948575973511,34.58275079727173,2.09
-80.21944284439087,34.58275079727173,2.02
-80.21939992904663,34.58275079727173,1.97
-80.21935701370239,34.58275079727173,1.91
-80.21931409835815,34.58275079727173,1.83
-80.21927118301392,34.58275079727173,1.76
-80.21922826766968,34.58275079727173,1.72
-80.21918535232544,34.58275079727173,1.66
-80.2191424369812,34.58275079727173,1.6
-80.21909952163696,34.58275079727173,1.58
-80.21905660629272,34.58275079727173,1.55
-80.21901369094849,34.58275079727173,1.5
-80.21897077560425,34.58275079727173,1.49
-80.21892786026001,34.58275079727173,1.49
-80.21888494491577,34.58275079727173,1.45
-80.21884202957153,34.58275079727173,1.45
-80.2187991142273,34.58275079727173,1.45
-80.21875619888306,34.58275079727173,1.44
-80.21871328353882,34.58275079727173,1.44
-80.21867036819458,34.58275079727173,1.43
-80.22017240524292,34.58270788192749,1.03
-80.22012948989868,34.58270788192749,1.0
-80.22008657455444,34.58270788192749,1.04
-80.2200436592102,34.58270788192749,1.1
-80.22000074386597,34.58270788192749,1.2
-80.21995782852173,34.58270788192749,1.36
-80.21991491317749,34.58270788192749,1.53
-80.21987199783325,34.58270788192749,1.71
-80.21982908248901,34.58270788192749,1.86
-80.21978616714478,34.58270788192749,2.0
-80.21974325180054,34.58270788192749,2.1
-80.2197003364563,34.58270788192749,2.16
-80.21965742111206,34.58270788192749,2.19
-80.21961450576782,34.58270788192749,2.19
-80.21957159042358,34.58270788192749,2.15
-80.21952867507935,34.58270788192749,2.11
-80.21948575973511,34.58270788192749,2.07
-80.21944284439087,34.58270788192749,2.0
-80.21939992904663,34.58270788192749,1.95
-80.21935701370239,34.58270788192749,1.9
-80.21931409835815,34.58270788192749,1.84
-80.21927118301392,34.58270788192749,1.8
-80.21922826766968,34.58270788192749,1.77
-80.21918535232544,34.58270788192749,1.7
-80.2191424369812,34.58270788192749,1.65
-80.21909952163696,34.58270788192749,1.62
-80.21905660629272,34.58270788192749,1.57
-80.21901369094849,34.58270788192749,1.52
-80.21897077560425,34.58270788192749,1.52
-80.21892786026001,34.58270788192749,1.5
-80.21888494491577,34.58270788192749,1.47
-80.21884202957153,34.58270788192749,1.47
-80.2187991142273,34.58270788192749,1.47
-80.21875619888306,34.58270788192749,1.47
-80.21871328353882,34.58270788192749,1.47
-80.21867036819458,34.58270788192749,1.47
-80.22017240524292,34.58266496658325,1.07
-80.22012948989868,34.58266496658325,1.06
-80.22008657455444,34.58266496658325,1.03
-80.2200436592102,34.58266496658325,1.02
-80.22000074386597,34.58266496658325,1.06
-80.21995782852173,34.58266496658325,1.16
-80.21991491317749,34.58266496658325,1.3
-80.21987199783325,34.58266496658325,1.5
-80.21982908248901,34.58266496658325,1.68
-80.21978616714478,34.58266496658325,1.86
-80.21974325180054,34.58266496658325,2.02
-80.2197003364563,34.58266496658325,2.12
-80.21965742111206,34.58266496658325,2.16
-80.21961450576782,34.58266496658325,2.18
-80.21957159042358,34.58266496658325,2.15
-80.21952867507935,34.58266496658325,2.1
-80.21948575973511,34.58266496658325,2.04
-80.21944284439087,34.58266496658325,1.98
-80.21939992904663,34.58266496658325,1.93
-80.21935701370239,34.58266496658325,1.89
-80.21931409835815,34.58266496658325,1.84
-80.21927118301392,34.58266496658325,1.83
-80.21922826766968,34.58266496658325,1.8
-80.21918535232544,34.58266496658325,1.75
-80.2191424369812,34.58266496658325,1.71
-80.21909952163696,34.58266496658325,1.67
-80.21905660629272,34.58266496658325,1.62
-80.21901369094849,34.58266496658325,1.57
-80.21897077560425,34.58266496658325,1.55
-80.21892786026001,34.58266496658325,1.53
-80.21888494491577,34.58266496658325,1.5
-80.21884202957153,34.58266496658325,1.49
-80.2187991142273,34.58266496658325,1.49
-80.21875619888306,34.58266496658325,1.49
-80.21871328353882,34.58266496658325,1.5
-80.22021532058716,34.582622051239014,1.17
-80.22017240524292,34.582622051239014,1.15
-80.22012948989868,34.582622051239014,1.12
-80.22008657455444,34.582622051239014,1.07
-80.2200436592102,34.582622051239014,1.05
-80.22000074386597,34.582622051239014,1.04
-80.21995782852173,34.582622051239014,1.06
-80.21991491317749,34.582622051239014,1.14
-80.21987199783325,34.582622051239014,1.32
-80.21982908248901,34.582622051239014,1.47
-80.21978616714478,34.582622051239014,1.69
-80.21974325180054,34.582622051239014,1.9
-80.2197003364563,34.582622051239014,2.05
-80.21965742111206,34.582622051239014,2.13
-80.21961450576782,34.582622051239014,2.18
-80.21957159042358,34.582622051239014,2.14
-80.21952867507935,34.582622051239014,2.08
-80.21948575973511,34.582622051239014,2.02
-80.21944284439087,34.582622051239014,1.97
-80.21939992904663,34.582622051239014,1.93
-80.21935701370239,34.582622051239014,1.89
-80.21931409835815,34.582622051239014,1.86
-80.21927118301392,34.582622051239014,1.85
-80.21922826766968,34.582622051239014,1.82
-80.21918535232544,34.582622051239014,1.78
-80.2191424369812,34.582622051239014,1.75
-80.21909952163696,34.582622051239014,1.72
-80.21905660629272,34.582622051239014,1.67
-80.21901369094849,34.582622051239014,1.63
-80.21897077560425,34.582622051239014,1.59
-80.21892786026001,34.582622051239014,1.56
-80.21888494491577,34.582622051239014,1.53
-80.21884202957153,34.582622051239014,1.51
-80.2187991142273,34.582622051239014,1.51
-80.21875619888306,34.582622051239014,1.5
-80.22042989730835,34.582579135894775,1.52
-80.22038698196411,34.582579135894775,1.35
-80.22034406661987,34.582579135894775,1.21
-80.22030115127563,34.582579135894775,1.13
-80.2202582359314,34.582579135894775,1.07
-80.22021532058716,34.582579135894775,1.09
-80.22017240524292,34.582579135894775,1.12
-80.22012948989868,34.582579135894775,1.15
-80.22008657455444,34.582579135894775,1.14
-80.2200436592102,34.582579135894775,1.14
-80.22000074386597,34.582579135894775,1.09
-80.21995782852173,34.582579135894775,1.07
-80.21991491317749,34.582579135894775,1.09
-80.21987199783325,34.582579135894775,1.23
-80.21982908248901,34.582579135894775,1.39
-80.21978616714478,34.582579135894775,1.64
-80.21974325180054,34.582579135894775,1.88
-80.2197003364563,34.582579135894775,2.07
-80.21965742111206,34.582579135894775,2.16
-80.21961450576782,34.582579135894775,2.2
-80.21957159042358,34.582579135894775,2.15
-80.21952867507935,34.582579135894775,2.09
-80.21948575973511,34.582579135894775,2.03
-80.21944284439087,34.582579135894775,1.98
-80.21939992904663,34.582579135894775,1.93
-80.21935701370239,34.582579135894775,1.9
-80.21931409835815,34.582579135894775,1.86
-80.21927118301392,34.582579135894775,1.84
-80.21922826766968,34.582579135894775,1.82
-80.21918535232544,34.582579135894775,1.79
-80.2191424369812,34.582579135894775,1.78
-80.21909952163696,34.582579135894775,1.75
-80.21905660629272,34.582579135894775,1.72
-80.21901369094849,34.582579135894775,1.67
-80.21897077560425,34.582579135894775,1.63
-80.21892786026001,34.582579135894775,1.6
-80.21888494491577,34.582579135894775,1.56
-80.22047281265259,34.58253622055054,1.88
-80.22042989730835,34.58253622055054,1.74
-80.22038698196411,34.58253622055054,1.56
-80.22034406661987,34.58253622055054,1.4
-80.22030115127563,34.58253622055054,1.25
-80.2202582359314,34.58253622055054,1.15
-80.22021532058716,34.58253622055054,1.12
-80.22017240524292,34.58253622055054,1.12
-80.22012948989868,34.58253622055054,1.16
-80.22008657455444,34.58253622055054,1.18
-80.2200436592102,34.58253622055054,1.21
-80.22000074386597,34.58253622055054,1.19
-80.21995782852173,34.58253622055054,1.2
-80.21991491317749,34.58253622055054,1.2
-80.21987199783325,34.58253622055054,1.33
-80.21982908248901,34.58253622055054,1.49
-80.21978616714478,34.58253622055054,1.73
-80.21974325180054,34.58253622055054,1.95
-80.2197003364563,34.58253622055054,2.13
-80.21965742111206,34.58253622055054,2.2
-80.21961450576782,34.58253622055054,2.22
-80.21957159042358,34.58253622055054,2.18
-80.21952867507935,34.58253622055054,2.12
-80.21948575973511,34.58253622055054,2.07
-80.21944284439087,34.58253622055054,2.01
-80.21939992904663,34.58253622055054,1.95
-80.21935701370239,34.58253622055054,1.89
-80.21931409835815,34.58253622055054,1.84
-80.21927118301392,34.58253622055054,1.81
-80.21922826766968,34.58253622055054,1.78
-80.21918535232544,34.58253622055054,1.77
-80.2191424369812,34.58253622055054,1.78
-80.21909952163696,34.58253622055054,1.77
-80.21905660629272,34.58253622055054,1.74
-80.21901369094849,34.58253622055054,1.72
-80.21897077560425,34.58253622055054,1.68
-80.22051572799683,34.5824933052063,2.19
-80.22047281265259,34.5824933052063,2.04
-80.22042989730835,34.5824933052063,1.9
-80.22038698196411,34.5824933052063,1.7
-80.22034406661987,34.5824933052063,1.52
-80.22030115127563,34.5824933052063,1.36
-80.2202582359314,34.5824933052063,1.21
-80.22021532058716,34.5824933052063,1.12
-80.22017240524292,34.5824933052063,1.12
-80.22012948989868,34.5824933052063,1.17
-80.22008657455444,34.5824933052063,1.21
-80.2200436592102,34.5824933052063,1.29
-80.22000074386597,34.5824933052063,1.32
-80.21995782852173,34.5824933052063,1.36
-80.21991491317749,34.5824933052063,1.39
-80.21987199783325,34.5824933052063,1.51
-80.21982908248901,34.5824933052063,1.67
-80.21978616714478,34.5824933052063,1.87
-80.21974325180054,34.5824933052063,2.07
-80.2197003364563,34.5824933052063,2.2
-80.21965742111206,34.5824933052063,2.26
-80.21961450576782,34.5824933052063,2.26
-80.21957159042358,34.5824933052063,2.22
-80.21952867507935,34.5824933052063,2.15
-80.21948575973511,34.5824933052063,2.1
-80.21944284439087,34.5824933052063,2.04
-80.21939992904663,34.5824933052063,1.96
-80.21935701370239,34.5824933052063,1.88
-80.21931409835815,34.5824933052063,1.82
-80.21927118301392,34.5824933052063,1.78
-80.21922826766968,34.5824933052063,1.75
-80.21918535232544,34.5824933052063,1.76
-80.2191424369812,34.5824933052063,1.77
-80.21909952163696,34.5824933052063,1.78
-80.21905660629272,34.5824933052063,1.77
-80.21901369094849,34.5824933052063,1.76
-80.22055864334106,34.58245038986206,2.4
-80.22051572799683,34.58245038986206,2.31
-80.22047281265259,34.58245038986206,2.2
-80.22042989730835,34.58245038986206,2.07
-80.22038698196411,34.58245038986206,1.91
-80.22034406661987,34.58245038986206,1.75
-80.22030115127563,34.58245038986206,1.57
-80.2202582359314,34.58245038986206,1.35
-80.22021532058716,34.58245038986206,1.2
-80.22017240524292,34.58245038986206,1.13
-80.22012948989868,34.58245038986206,1.14
-80.22008657455444,34.58245038986206,1.2
-80.2200436592102,34.58245038986206,1.35
-80.22000074386597,34.58245038986206,1.47
-80.21995782852173,34.58245038986206,1.58
-80.21991491317749,34.58245038986206,1.65
-80.21987199783325,34.58245038986206,1.77
-80.21982908248901,34.58245038986206,1.91
-80.21978616714478,34.58245038986206,2.08
-80.21974325180054,34.58245038986206,2.21
-80.2197003364563,34.58245038986206,2.3
-80.21965742111206,34.58245038986206,2.35
-80.21961450576782,34.58245038986206,2.32
-80.21957159042358,34.58245038986206,2.27
-80.21952867507935,34.58245038986206,2.21
-80.21948575973511,34.58245038986206,2.16
-80.21944284439087,34.58245038986206,2.08
-80.21939992904663,34.58245038986206,1.99
-80.21935701370239,34.58245038986206,1.9
-80.21931409835815,34.58245038986206,1.82
-80.21927118301392,34.58245038986206,1.75
-80.21922826766968,34.58245038986206,1.71
-80.21918535232544,34.58245038986206,1.73
-80.2191424369812,34.58245038986206,1.75
-80.21909952163696,34.58245038986206,1.77
-80.2206015586853,34.58240747451782,2.51
-80.22055864334106,34.58240747451782,2.48
-80.22051572799683,34.58240747451782,2.44
-80.22047281265259,34.58240747451782,2.37
-80.22042989730835,34.58240747451782,2.27
-80.22038698196411,34.58240747451782,2.14
-80.22034406661987,34.58240747451782,1.98
-80.22030115127563,34.58240747451782,1.77
-80.2202582359314,34.58240747451782,1.53
-80.22021532058716,34.58240747451782,1.33
-80.22017240524292,34.58240747451782,1.19
-80.22012948989868,34.58240747451782,1.18
-80.22008657455444,34.58240747451782,1.28
-80.2200436592102,34.58240747451782,1.45
-80.22000074386597,34.58240747451782,1.64
-80.21995782852173,34.58240747451782,1.86
-80.21991491317749,34.58240747451782,1.96
-80.21987199783325,34.58240747451782,2.07
-80.21982908248901,34.58240747451782,2.2
-80.21978616714478,34.58240747451782,2.31
-80.21974325180054,34.58240747451782,2.38
-80.2197003364563,34.58240747451782,2.43
-80.21965742111206,34.58240747451782,2.43
-80.21961450576782,34.58240747451782,2.38
-80.21957159042358,34.58240747451782,2.33
-80.21952867507935,34.58240747451782,2.27
-80.21948575973511,34.58240747451782,2.22
-80.21944284439087,34.58240747451782,2.13
-80.21939992904663,34.58240747451782,2.04
-80.21935701370239,34.58240747451782,1.93
-80.21931409835815,34.58240747451782,1.83
-80.21927118301392,34.58240747451782,1.75
-80.21922826766968,34.58240747451782,1.71
-80.21918535232544,34.58240747451782,1.7
-80.2191424369812,34.58240747451782,1.72
-80.22064447402954,34.582364559173584,2.55
-80.2206015586853,34.582364559173584,2.54
-80.22055864334106,34.582364559173584,2.53
-80.22051572799683,34.582364559173584,2.5
-80.22047281265259,34.582364559173584,2.46
-80.22042989730835,34.582364559173584,2.4
-80.22038698196411,34.582364559173584,2.32
-80.22034406661987,34.582364559173584,2.21
-80.22030115127563,34.582364559173584,2.04
-80.2202582359314,34.582364559173584,1.84
-80.22021532058716,34.582364559173584,1.62
-80.22017240524292,34.582364559173584,1.47
-80.22012948989868,34.582364559173584,1.45
-80.22008657455444,34.582364559173584,1.53
-80.2200436592102,34.582364559173584,1.69
-80.22000074386597,34.582364559173584,1.9
-80.21995782852173,34.582364559173584,2.11
-80.21991491317749,34.582364559173584,2.23
-80.21987199783325,34.582364559173584,2.34
-80.21982908248901,34.582364559173584,2.43
-80.21978616714478,34.582364559173584,2.48
-80.21974325180054,34.582364559173584,2.5
-80.2197003364563,34.582364559173584,2.49
-80.21965742111206,34.582364559173584,2.47
-80.21961450576782,34.582364559173584,2.42
-80.21957159042358,34.582364559173584,2.37
-80.21952867507935,34.582364559173584,2.31
-80.21948575973511,34.582364559173584,2.25
-80.21944284439087,34.582364559173584,2.18
-80.21939992904663,34.582364559173584,2.09
-80.21935701370239,34.582364559173584,1.99
-80.21931409835815,34.582364559173584,1.9
-80.21927118301392,34.582364559173584,1.81
-80.21922826766968,34.582364559173584,1.75
-80.21918535232544,34.582364559173584,1.71
-80.2191424369812,34.582364559173584,1.7
-80.22073030471802,34.582321643829346,2.53
-80.22068738937378,34.582321643829346,2.54
-80.22064447402954,34.582321643829346,2.55
-80.2206015586853,34.582321643829346,2.55
-80.22055864334106,34.582321643829346,2.55
-80.22051572799683,34.582321643829346,2.53
-80.22047281265259,34.582321643829346,2.51
